X,Y,OBJECTID,ADDRESS_ID,STATUS,FULLADDRESS,XCOORD,YCOORD,WARD_2012,WARD_2022,WARD_CHANGE
-76.996033183,38.87616523,4506,309655,ACTIVE,700 WARRINGTON AVENUE SE,400344.41,134258.6,Ward 6,Ward 8,FROM Ward 6 TO Ward 8
-76.9904158259999,38.871349824,4507,303206,RETIRE,,400831.9,133724.09,Ward 6,Ward 8,FROM Ward 6 TO Ward 8
-77.0062351619999,38.872825086,4508,309911,ACTIVE,1381 1ST STREET SE,399459.13,133887.83,Ward 6,Ward 8,FROM Ward 6 TO Ward 8
-76.996570102,38.8761506540001,4509,309656,ACTIVE,632 WARRINGTON AVENUE SE,400297.82,134256.98,Ward 6,Ward 8,FROM Ward 6 TO Ward 8
-76.99619855,38.8762868490001,4510,309657,ACTIVE,644 WARRINGTON AVENUE SE,400330.06,134272.1,Ward 6,Ward 8,FROM Ward 6 TO Ward 8
-76.9959793639999,38.876167841,4511,309653,ACTIVE,702 WARRINGTON AVENUE SE,400349.08,134258.89,Ward 6,Ward 8,FROM Ward 6 TO Ward 8
-76.995988804,38.8763362080001,4512,309652,ACTIVE,704 WARRINGTON AVENUE SE,400348.26,134277.58,Ward 6,Ward 8,FROM Ward 6 TO Ward 8
-76.99560206,38.8761190020001,4513,309647,ACTIVE,710 WARRINGTON AVENUE SE,400381.82,134253.47,Ward 6,Ward 8,FROM Ward 6 TO Ward 8
-77.003375799,38.873632177,4514,309933,ACTIVE,1331 2ND STREET SE,399707.26,133977.41,Ward 6,Ward 8,FROM Ward 6 TO Ward 8
-77.003694533,38.8777367540001,4515,309945,ACTIVE,1001 2ND STREET SE,399679.62,134433.05,Ward 6,Ward 8,FROM Ward 6 TO Ward 8
-76.994936615,38.8732876340001,4516,310194,RETIRE,1104 DAHLGREN AVENUE SE,400439.58,133939.17,Ward 6,Ward 8,FROM Ward 6 TO Ward 8
-76.993612414,38.8757685730001,4517,292947,ACTIVE,1222 9TH STREET SE,400554.47,134214.58,Ward 6,Ward 8,FROM Ward 6 TO Ward 8
-76.9939501759999,38.8773064150001,4518,285836,RETIRE,1105 9TH STREET SE,400525.15,134385.29,Ward 6,Ward 8,FROM Ward 6 TO Ward 8
-76.996328652,38.8742135700001,4519,292955,RETIRE,,400318.78,134041.95,Ward 6,Ward 8,FROM Ward 6 TO Ward 8
-77.007354133,38.8740349400001,4520,310372,ACTIVE,,399362.04,134022.14,Ward 6,Ward 8,FROM Ward 6 TO Ward 8
-77.0074320379999,38.8740555640001,4521,310373,ACTIVE,,399355.28,134024.43,Ward 6,Ward 8,FROM Ward 6 TO Ward 8
-77.0078012709999,38.8751490700001,4522,310445,ACTIVE,1221 HALF STREET SE,399323.25,134145.82,Ward 6,Ward 8,FROM Ward 6 TO Ward 8
-77.0075183499999,38.8740330370001,4523,310374,ACTIVE,,399347.79,134021.93,Ward 6,Ward 8,FROM Ward 6 TO Ward 8
