X,Y,OBJECTID,ADDRESS_ID,STATUS,FULLADDRESS,XCOORD,YCOORD,WARD_2012,WARD_2022,WARD_CHANGE
-77.000011963,38.879117529,1,306139,ACTIVE,415 I STREET SE,399999.16,134586.32,Ward 6,Ward 8,FROM Ward 6 TO Ward 8
-76.999956874,38.8791172590001,2,306140,ACTIVE,417 I STREET SE,400003.94,134586.29,Ward 6,Ward 8,FROM Ward 6 TO Ward 8
-76.999772593,38.879101764,3,306143,ACTIVE,903 5TH STREET SE,400019.93,134584.57,Ward 6,Ward 8,FROM Ward 6 TO Ward 8
-76.999845545,38.879114466,4,306142,ACTIVE,421 I STREET SE,400013.6,134585.98,Ward 6,Ward 8,FROM Ward 6 TO Ward 8
-76.9999013249999,38.8791157270001,5,306141,ACTIVE,419 I STREET SE,400008.76,134586.12,Ward 6,Ward 8,FROM Ward 6 TO Ward 8
-76.999748045,38.879051227,6,306145,ACTIVE,907 5TH STREET SE,400022.06,134578.96,Ward 6,Ward 8,FROM Ward 6 TO Ward 8
-76.999730066,38.879102485,7,306144,ACTIVE,905 5TH STREET SE,400023.62,134584.65,Ward 6,Ward 8,FROM Ward 6 TO Ward 8
-76.999750696,38.879014382,8,306146,ACTIVE,909 5TH STREET SE,400021.83,134574.87,Ward 6,Ward 8,FROM Ward 6 TO Ward 8
-77.001584542,38.874707367,9,307282,ACTIVE,301 TINGEY STREET SE,399862.7,134096.76,Ward 6,Ward 8,FROM Ward 6 TO Ward 8
-77.000024986,38.878960783,10,306130,ACTIVE,920 4TH STREET SE,399998.03,134568.92,Ward 6,Ward 8,FROM Ward 6 TO Ward 8
-77.000017725,38.8788811490001,11,306132,ACTIVE,924 4TH STREET SE,399998.66,134560.08,Ward 6,Ward 8,FROM Ward 6 TO Ward 8
-77.000170544,38.8789329470001,12,306129,ACTIVE,918 4TH STREET SE,399985.4,134565.83,Ward 6,Ward 8,FROM Ward 6 TO Ward 8
-77.0077993899999,38.874810444,13,38929,RETIRE,32 N STREET SE,399323.41,134108.23,Ward 6,Ward 8,FROM Ward 6 TO Ward 8
-77.000020491,38.878840611,14,306133,ACTIVE,926 4TH STREET SE,399998.42,134555.58,Ward 6,Ward 8,FROM Ward 6 TO Ward 8
-77.001670019,38.878260278,15,42186,ACTIVE,301 K STREET SE,399855.29,134491.16,Ward 6,Ward 8,FROM Ward 6 TO Ward 8
-77.00183261,38.8773856510001,16,42189,RETIRE,301 L STREET SE,399841.18,134394.07,Ward 6,Ward 8,FROM Ward 6 TO Ward 8
-77.007987349,38.874815025,17,46117,ACTIVE,26 N STREET SE,399307.1,134108.74,Ward 6,Ward 8,FROM Ward 6 TO Ward 8
-77.000012424,38.878755572,18,306135,ACTIVE,930 4TH STREET SE,399999.12,134546.14,Ward 6,Ward 8,FROM Ward 6 TO Ward 8
-77.000015651,38.878797821,19,306134,ACTIVE,928 4TH STREET SE,399998.84,134550.83,Ward 6,Ward 8,FROM Ward 6 TO Ward 8
-77.000339497,38.8787362030001,20,306098,ACTIVE,942 4TH STREET SE,399970.74,134543.99,Ward 6,Ward 8,FROM Ward 6 TO Ward 8
-77.000357475,38.87862549,21,306101,ACTIVE,948 4TH STREET SE,399969.18,134531.7,Ward 6,Ward 8,FROM Ward 6 TO Ward 8
-77.000359895,38.8786645860001,22,306100,ACTIVE,946 4TH STREET SE,399968.97,134536.04,Ward 6,Ward 8,FROM Ward 6 TO Ward 8
-77.000351597,38.8785430630001,23,306102,ACTIVE,952 4TH STREET SE,399969.69,134522.55,Ward 6,Ward 8,FROM Ward 6 TO Ward 8
-77.0082869129999,38.874263781,24,307841,ACTIVE,25 N STREET SE,399281.1,134047.55,Ward 6,Ward 8,FROM Ward 6 TO Ward 8
-77.000273921,38.8787511570001,25,306089,ACTIVE,938 4TH STREET SE,399976.43,134545.65,Ward 6,Ward 8,FROM Ward 6 TO Ward 8
-77.000155792,38.8787534090001,26,306137,ACTIVE,934 4TH STREET SE,399986.68,134545.9,Ward 6,Ward 8,FROM Ward 6 TO Ward 8
-77.000341226,38.878770795,27,306097,ACTIVE,940 4TH STREET SE,399970.59,134547.83,Ward 6,Ward 8,FROM Ward 6 TO Ward 8
-76.9777387839999,38.883801932,28,54890,ACTIVE,1842 POTOMAC AVENUE SE,401931.66,135106.56,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.9784881539999,38.8834965980001,29,55653,ACTIVE,1812 POTOMAC AVENUE SE,401866.65,135072.65,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.978492059,38.883925128,30,55670,ACTIVE,1813 D STREET SE,401866.3,135120.22,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.9834177719999,38.883847829,31,27075,ACTIVE,408 15TH STREET SE,401438.93,135111.55,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.982006476,38.8838005060001,32,27398,ACTIVE,404 16TH STREET SE,401561.38,135106.32,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.982610735,38.8839105000001,33,61055,ACTIVE,1531 D STREET SE,401508.95,135118.52,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.982679296,38.8830264270001,34,61153,ACTIVE,1528 E STREET SE,401503.02,135020.38,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.982614758,38.883009391,35,61251,ACTIVE,1530 E STREET SE,401508.62,135018.49,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.98277221,38.883904848,36,61266,ACTIVE,1525 D STREET SE,401494.94,135117.89,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.982877093,38.8839060350001,37,61540,ACTIVE,1521 D STREET SE,401485.84,135118.02,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.982850535,38.881711227,38,62129,ACTIVE,1510 POTOMAC AVENUE SE,401488.19,134874.38,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.9805321059999,38.8834436270001,39,25670,ACTIVE,420 17TH STREET SE,401689.31,135066.73,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.980524368,38.883500919,40,25989,ACTIVE,418 17TH STREET SE,401689.98,135073.09,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.980532981,38.8836151470001,41,26163,ACTIVE,414 17TH STREET SE,401689.23,135085.77,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.97916043,38.8839203850001,42,56490,ACTIVE,1749 D STREET SE,401808.31,135119.68,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.979564631,38.88392451,43,56709,ACTIVE,1735 D STREET SE,401773.24,135120.13,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.97972311,38.883918142,44,56832,ACTIVE,1731 D STREET SE,401759.49,135119.42,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.979947973,38.883925027,45,57030,ACTIVE,1723 D STREET SE,401739.98,135120.18,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.979893456,38.8839252880001,46,57102,ACTIVE,1725 D STREET SE,401744.71,135120.21,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.9799742719999,38.883028337,47,57450,ACTIVE,1716 E STREET SE,401737.72,135020.64,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.9824483,38.88219681,48,12061,ACTIVE,519 16TH STREET SE,401523.08,134928.29,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.9834304359999,38.88241874,49,13678,ACTIVE,510 15TH STREET SE,401437.86,134952.91,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.981020405,38.8831505750001,50,20008,ACTIVE,453 17TH STREET SE,401646.95,135034.19,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.9834187289999,38.8832015670001,51,22713,ACTIVE,436 15TH STREET SE,401438.86,135039.81,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.983408267,38.8835828910001,52,25900,ACTIVE,420 15TH STREET SE,401439.76,135082.14,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.983403859,38.8837054040001,53,26161,ACTIVE,414 15TH STREET SE,401440.14,135095.74,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.9814903289999,38.883031019,54,59478,ACTIVE,1620 E STREET SE,401606.18,135020.91,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.9814905439999,38.8826496040001,55,59534,ACTIVE,1621 E STREET SE,401606.17,134978.57,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.981706876,38.8826483770001,56,59788,ACTIVE,1613 E STREET SE,401587.4,134978.43,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.98175897,38.882648024,57,59912,ACTIVE,1611 E STREET SE,401582.88,134978.39,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.9818028989999,38.88393596,58,60017,ACTIVE,1609 D STREET SE,401579.04,135121.36,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.981853384,38.8821148330001,59,60129,ACTIVE,1606 POTOMAC AVENUE SE,401574.7,134919.2,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.981941322,38.883023162,60,60246,ACTIVE,1604 E STREET SE,401567.05,135020.03,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.9810203,38.8943778070001,61,36388,ACTIVE,332 17TH STREET NE,401646.7,136280.5,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.981016154,38.8939289190001,62,39683,ACTIVE,314 17TH STREET NE,401647.07,136230.67,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.9810937,38.8936157110001,63,59010,ACTIVE,1630 C STREET NE,401640.35,136195.9,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.981456548,38.89460732,64,59530,ACTIVE,1621 D STREET NE,401608.85,136305.97,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.981536117,38.8935990260001,65,59709,ACTIVE,1616 C STREET NE,401601.97,136194.04,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.9816006679999,38.8936049820001,66,59830,ACTIVE,1614 C STREET NE,401596.37,136194.7,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.980997536,38.888957555,67,40807,ACTIVE,31 17TH STREET SE,401648.8,135678.81,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.9788264159999,38.887424406,68,55968,ACTIVE,1801 INDEPENDENCE AVENUE SE,401837.2,135508.66,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.9791684259999,38.8885092560001,69,56334,ACTIVE,1757 A STREET SE,401807.5,135629.08,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.979427653,38.8885110140001,70,56470,ACTIVE,1747 A STREET SE,401785.01,135629.27,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.9793659859999,38.8885150570001,71,56513,ACTIVE,1751 A STREET SE,401790.36,135629.72,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.979311949,38.8868507490001,72,56727,ACTIVE,1736 BAY STREET SE,401795.09,135444.97,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.979351665,38.8874165720001,73,56765,ACTIVE,1737 INDEPENDENCE AVENUE SE,401791.63,135507.78,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.978829849,38.8855649860001,74,46267,ACTIVE,256 18TH STREET SE,401836.95,135302.25,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.981993362,38.8891789580001,75,50854,ACTIVE,22 16TH STREET SE,401562.4,135703.37,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.98049825,38.8871341760001,76,51527,ACTIVE,212 17TH STREET SE,401692.16,135476.41,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.979584033,38.8858029420001,77,56817,ACTIVE,1730 MASSACHUSETTS AVENUE SE,401771.51,135328.65,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.979897824,38.8884701980001,78,56826,ACTIVE,1731 A STREET SE,401744.22,135624.73,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.982477726,38.8937826710001,79,40151,ACTIVE,312 16TH STREET NE,401520.28,136214.41,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.983402347,38.8936760570001,80,40984,ACTIVE,309 15TH STREET NE,401440.07,136202.56,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.982469026,38.893536291,81,41832,ACTIVE,302 16TH STREET NE,401521.04,136187.06,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.982741614,38.894608958,82,61265,ACTIVE,1525 D STREET NE,401497.37,136306.13,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.9828481549999,38.8935293210001,83,61310,ACTIVE,1526 C STREET NE,401488.15,136186.28,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.9826824789999,38.89460904,84,61352,ACTIVE,1527 D STREET NE,401502.5,136306.14,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.983401342,38.8930396160001,85,51205,ACTIVE,215 15TH STREET NE,401440.17,136131.91,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.9828106689999,38.893147721,86,60929,ACTIVE,1534 NORTH CAROLINA AVENUE NE,401491.41,136143.92,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.982891251,38.8931145820001,87,61034,ACTIVE,1530 NORTH CAROLINA AVENUE NE,401484.42,136140.24,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.983106016,38.893051735,88,61507,ACTIVE,1520 NORTH CAROLINA AVENUE NE,401465.79,136133.26,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.979386978,38.8864697980001,89,56828,ACTIVE,1731 BAY STREET SE,401788.59,135402.68,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.978204632,38.8846103430001,90,55350,ACTIVE,1823 MASSACHUSETTS AVENUE SE,401891.22,135196.29,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.978423017,38.8846981250001,91,55534,ACTIVE,1815 MASSACHUSETTS AVENUE SE,401872.27,135206.03,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.978492757,38.8842865450001,92,55641,ACTIVE,1812 D STREET SE,401866.23,135160.34,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.978776749,38.884285876,93,55998,ACTIVE,1802 D STREET SE,401841.59,135160.26,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.9787195819999,38.8842860460001,94,56045,ACTIVE,1804 D STREET SE,401846.55,135160.28,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.980053157,38.8873826430001,95,57411,ACTIVE,1715 INDEPENDENCE AVENUE SE,401730.77,135504,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.9779739379999,38.885564828,96,55071,ACTIVE,1830 C STREET SE,401911.21,135302.25,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.980289211,38.8878060760001,97,57526,ACTIVE,1712 INDEPENDENCE AVENUE SE,401710.28,135551,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.980133864,38.886469026,98,57552,ACTIVE,1713 BAY STREET SE,401723.79,135402.58,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.977581277,38.889521594,99,55101,ACTIVE,1831 EAST CAPITOL STREET SE,401945.17,135741.49,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.9778197209999,38.8863108730001,100,55123,ACTIVE,1832 BURKE STREET SE,401924.57,135385.07,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.9804069529999,38.8888503480001,101,57735,ACTIVE,1706 A STREET SE,401700.04,135666.92,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.980486114,38.886833204,102,57839,ACTIVE,1702 BAY STREET SE,401693.22,135443,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.977934316,38.8851053930001,103,55213,ACTIVE,1826 MASSACHUSETTS AVENUE SE,401914.66,135251.25,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.980417304,38.8868304000001,104,57892,ACTIVE,1704 BAY STREET SE,401699.19,135442.69,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.9804019379999,38.8861236000001,105,57912,ACTIVE,1704 MASSACHUSETTS AVENUE SE,401700.54,135364.23,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.978354522,38.885564899,106,55405,ACTIVE,1818 C STREET SE,401878.19,135302.25,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.978301658,38.888846642,107,55633,ACTIVE,1812 A STREET SE,401882.69,135666.55,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.9810216979999,38.892155082,108,53295,ACTIVE,200 17TH STREET NE,401646.63,136033.76,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.981034601,38.893050336,109,58299,ACTIVE,1659 C STREET NE,401645.49,136133.14,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.9818829179999,38.892892644,110,60450,ACTIVE,1603 NORTH CAROLINA AVENUE NE,401571.9,136115.62,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.982420586,38.892704721,111,60728,ACTIVE,1549 NORTH CAROLINA AVENUE NE,401525.26,136094.75,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.982969625,38.8921932170001,112,61583,ACTIVE,1522 CONSTITUTION AVENUE NE,401477.64,136037.96,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.98309216,38.8921747680001,113,61826,ACTIVE,1518 CONSTITUTION AVENUE NE,401467.01,136035.91,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.9831842099999,38.892390171,114,61952,ACTIVE,1511 NORTH CAROLINA AVENUE NE,401459.02,136059.82,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.9820110909999,38.8901800620001,115,15576,ACTIVE,5 16TH STREET NE,401560.84,135814.5,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.9834247269999,38.890622853,116,46845,ACTIVE,25 15TH STREET NE,401438.19,135863.63,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.983436524,38.8904518750001,117,54651,ACTIVE,19 15TH STREET NE,401437.17,135844.65,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.9833953849999,38.890405747,118,58138,ACTIVE,17 15TH STREET NE,401440.74,135839.53,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.9795560749999,38.88884849,119,56852,ACTIVE,1732 A STREET SE,401773.86,135666.73,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.978778624,38.8892192260001,120,53239,ACTIVE,20 18TH STREET SE,401841.3,135707.9,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.977469336,38.885564732,121,54710,ACTIVE,1846 C STREET SE,401954.99,135302.25,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.9796484559999,38.8858282670001,122,56974,ACTIVE,1728 MASSACHUSETTS AVENUE SE,401765.92,135331.46,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.979856614,38.8895006590001,123,57000,RETIRE,1729 EAST CAPITOL STREET SE,401747.77,135739.12,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.977574346,38.888468604,124,54861,ACTIVE,1841 A STREET SE,401945.8,135624.6,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.978837493,38.8951553050001,125,26745,ACTIVE,411 18TH STREET NE,401836.04,136366.85,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.9788303619999,38.8951013430001,126,27130,ACTIVE,409 18TH STREET NE,401836.66,136360.86,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.9777543559999,38.895963785,127,54866,ACTIVE,1841 E STREET NE,401929.98,136456.62,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.977866057,38.8959646160001,128,55010,ACTIVE,1837 E STREET NE,401920.29,136456.71,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.977560151,38.8874248000001,129,54867,ACTIVE,1841 INDEPENDENCE AVENUE SE,401947.06,135508.73,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.9775039149999,38.8870230150001,130,54880,ACTIVE,1842 BAY STREET SE,401951.95,135464.13,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.977499528,38.8863151360001,131,54882,ACTIVE,1842 BURKE STREET SE,401952.35,135385.55,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.979832884,38.8874101700001,132,57198,ACTIVE,1721 INDEPENDENCE AVENUE SE,401749.88,135507.06,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.977748961,38.8870192790001,133,54938,ACTIVE,1834 BAY STREET SE,401930.69,135463.71,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.97774837,38.886696418,134,54962,ACTIVE,1835 BAY STREET SE,401930.75,135427.87,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.977687295,38.8870228700001,135,54987,ACTIVE,1836 BAY STREET SE,401936.04,135464.11,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.9800118269999,38.888852533,136,57295,ACTIVE,1718 A STREET SE,401734.32,135667.17,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.981021915,38.892641444,137,50683,ACTIVE,220 17TH STREET NE,401646.6,136087.75,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.980105941,38.8944306240001,138,35350,ACTIVE,338 17TH PLACE NE,401726.02,136286.38,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.977907687,38.8944278870001,139,35521,ACTIVE,337 18TH PLACE NE,401916.72,136286.12,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.977471867,38.8943421340001,140,36007,ACTIVE,334 19TH STREET NE,401954.53,136276.61,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.980513355,38.8942869190001,141,36938,ACTIVE,331 17TH STREET NE,401690.68,136270.42,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.980104394,38.89419028,142,37377,ACTIVE,328 17TH PLACE NE,401726.16,136259.7,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.9796373779999,38.893950037,143,38605,ACTIVE,321 17TH PLACE NE,401766.68,136233.04,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.977470942,38.893984141,144,39217,ACTIVE,318 19TH STREET NE,401954.62,136236.87,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.982773804,38.894968938,145,61584,ACTIVE,1522 D STREET NE,401494.57,136346.09,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.982836398,38.8949675050001,146,61713,ACTIVE,1520 D STREET NE,401489.14,136345.93,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.9811114889999,38.8956549380001,147,59726,ACTIVE,1616 ISHERWOOD STREET NE,401638.76,136422.27,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.9813442299999,38.895651372,148,59975,ACTIVE,1612 ISHERWOOD STREET NE,401618.57,136421.87,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.982042103,38.8956540940001,149,60546,ACTIVE,1600 ISHERWOOD STREET NE,401558.03,136422.16,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.980108178,38.8930230660001,150,57395,ACTIVE,1715 C STREET NE,401725.86,136130.13,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.9824230249999,38.8888869720001,151,46848,ACTIVE,25 16TH STREET SE,401525.13,135670.95,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.982423242,38.888942103,152,49085,ACTIVE,23 16TH STREET SE,401525.11,135677.07,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.9784466359999,38.8870180580001,153,55635,ACTIVE,1812 BAY STREET SE,401870.16,135463.56,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.9784461579999,38.886311531,154,55637,ACTIVE,1812 BURKE STREET SE,401870.22,135385.13,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.978442274,38.8884848920001,155,55666,ACTIVE,1813 A STREET SE,401870.5,135626.39,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.978449139,38.885981734,156,55669,ACTIVE,1813 BURKE STREET SE,401869.97,135348.52,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.9783658599999,38.8888458440001,157,55776,ACTIVE,1810 A STREET SE,401877.12,135666.46,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.978509914,38.8870192410001,158,55777,ACTIVE,1810 BAY STREET SE,401864.67,135463.69,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.981676232,38.888878119,159,60239,ACTIVE,1604 A STREET SE,401589.92,135669.98,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.9817884989999,38.8888785870001,160,60527,ACTIVE,1600 A STREET SE,401580.18,135670.03,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.978260409,38.8846324240001,161,55292,ACTIVE,1821 MASSACHUSETTS AVENUE SE,401886.38,135198.74,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.981380217,38.8885033240001,162,59524,ACTIVE,1621 A STREET SE,401615.61,135628.38,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.978766857,38.893902768,163,39601,ACTIVE,315 18TH STREET NE,401842.2,136227.81,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.977466722,38.893842439,164,40158,ACTIVE,312 19TH STREET NE,401954.99,136221.14,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.977466968,38.893794604,165,40848,ACTIVE,310 19TH STREET NE,401954.97,136215.83,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.978353629,38.893828463,166,40912,ACTIVE,308 18TH PLACE NE,401878.05,136219.57,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.979249062,38.894619741,167,56567,ACTIVE,1739 D STREET NE,401800.35,136307.39,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.980245537,38.893595211,168,57516,ACTIVE,1712 C STREET NE,401713.93,136193.64,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.980309167,38.893595132,169,57660,ACTIVE,1710 C STREET NE,401708.41,136193.63,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.977456101,38.894623913,170,54821,ACTIVE,1839 D STREET NE,401955.89,136307.89,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.9805113749999,38.8926733390001,171,50521,ACTIVE,221 17TH STREET NE,401690.89,136091.3,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.980096863,38.892674621,172,50962,ACTIVE,218 17TH PLACE NE,401726.85,136091.45,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.976481409,38.8926959290001,173,50964,ACTIVE,218 20TH STREET NE,402040.5,136093.89,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.980100824,38.892524902,174,51525,ACTIVE,212 17TH PLACE NE,401726.51,136074.83,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.975961865,38.8924176450001,175,51939,ACTIVE,209 20TH STREET NE,402085.58,136063.01,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.975424096,38.8921855670001,176,53296,ACTIVE,200 21ST STREET NE,402132.24,136037.26,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.97737517,38.897559454,177,55284,ACTIVE,1821 GALES STREET NE,401962.83,136633.76,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.977354422,38.897916901,178,55408,ACTIVE,1818 GALES STREET NE,401964.62,136673.44,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
-76.977583812,38.8975946260001,179,55738,ACTIVE,1809 GALES STREET NE,401944.73,136637.66,Ward 6,Ward 7,FROM Ward 6 TO Ward 7
